,P1_lpo_loRa,P1_ratio_loRa,P1_conc_loRa,P2_lpo_loRa,P2_ratio_loRa,P2_conc_loRa,Temperature_loRa,Pressure_loRa,Humidity_loRa
1751,0,0.0,0.62,73972,0.49,256.26,22.29,98174,44
1597,0,0.0,0.62,113850,0.76,393.59,22.76,98278,42
406,0,0.0,0.62,102830,0.69,355.67,17.28,98946,82
502,0,0.0,0.62,0,0.0,0.62,27.52,98796,35
1071,0,0.0,0.62,3701,0.02,13.45,26.29,98434,35
1056,90738,0.6,314.03,312825,2.09,1078.53,26.79,98423,33
929,0,0.0,0.62,17166,0.11,60.08,32.04,98510,21
779,0,0.0,0.62,0,0.0,0.62,26.26,98818,33
1863,0,0.0,0.62,199212,1.33,687.1,21.44,98143,46
200,97901,0.65,338.7,337915,2.25,1165.35,17.76,98879,82
134,0,0.0,0.62,115480,0.77,399.2,18.27,98922,80
1051,0,0.0,0.62,97922,0.65,338.77,32.44,98420,23
40,55859,0.37,193.79,279940,1.87,964.99,18.51,98870,76
1017,0,0.0,0.62,212112,1.41,731.45,32.58,98429,23
230,26631,0.18,92.83,463967,3.09,1605.24,17.53,98900,84
1513,0,0.0,0.62,0,0.0,0.62,23.19,98325,40
1796,0,0.0,0.62,85668,0.57,296.57,21.78,98165,46
378,0,0.0,0.62,86360,0.58,298.95,17.26,98937,82
288,0,0.0,0.62,283768,1.89,978.2,17.13,98912,84
418,71837,0.48,248.9,232399,1.55,801.24,26.93,98901,45
1698,0,0.0,0.62,0,0.0,0.62,22.29,98192,44
391,0,0.0,0.62,281774,1.88,971.32,17.22,98930,83
592,0,0.0,0.62,281,0.0,1.59,29.01,98772,25
1522,343821,2.29,1185.81,686736,4.58,2407.21,23.23,98319,40
1162,145718,0.97,503.2,188041,1.25,648.69,25.49,98432,39
1086,0,0.0,0.62,98280,0.66,340.0,26.56,98437,35
1495,0,0.0,0.62,0,0.0,0.62,23.24,98334,41
647,0,0.0,0.62,98356,0.66,340.26,29.17,98771,28
1152,0,0.0,0.62,53391,0.36,185.28,25.65,98428,39
1367,0,0.0,0.62,0,0.0,0.62,23.88,98363,44
520,0,0.0,0.62,0,0.0,0.62,27.69,98772,31
1862,0,0.0,0.62,0,0.0,0.62,21.44,98147,46
1880,0,0.0,0.62,0,0.0,0.62,21.32,98143,46
64,0,0.0,0.62,164239,1.09,566.87,18.09,98892,80
1836,0,0.0,0.62,0,0.0,0.62,21.69,98152,46
14,0,0.0,0.62,0,0.0,0.62,19.33,98868,72
1180,0,0.0,0.62,0,0.0,0.62,25.43,98438,39
1064,0,0.0,0.62,105819,0.71,365.95,26.52,98425,34
492,0,0.0,0.62,9925,0.07,35.01,27.59,98798,35
379,86402,0.58,299.1,431800,2.88,1492.28,17.26,98932,83
187,35898,0.24,124.86,405849,2.71,1401.53,18.02,98893,81
763,0,0.0,0.62,0,0.0,0.62,26.47,98808,33
216,154895,1.03,534.75,321354,2.14,1108.02,17.77,98890,83
1945,268631,1.79,926.0,367955,2.45,1269.57,21.0,98159,48
791,0,0.0,0.62,0,0.0,0.62,26.21,98820,34
1076,124793,0.83,431.24,320818,2.14,1106.17,26.33,98433,35
878,0,0.0,0.62,0,0.0,0.62,24.41,98948,38
337,29283,0.2,102.0,664561,4.43,2325.5,17.25,98916,84
1772,0,0.0,0.62,0,0.0,0.62,22.03,98171,45
719,0,0.0,0.62,3793,0.03,13.77,28.98,98787,28
1748,76940,0.51,266.49,253374,1.69,873.44,22.28,98176,44
295,184980,1.23,638.17,798170,5.32,2825.75,17.13,98905,85
1725,47308,0.32,164.28,117891,0.79,407.5,22.43,98185,44
1016,119539,0.8,413.17,255644,1.7,881.26,32.51,98427,23
1275,0,0.0,0.62,17324,0.12,60.63,24.42,98428,43
1750,0,0.0,0.62,77945,0.52,269.96,22.31,98175,44
1485,0,0.0,0.62,97639,0.65,337.8,23.41,98347,41
455,0,0.0,0.62,73050,0.49,253.09,27.65,98877,39
2061,0,0.0,0.62,15928,0.11,55.8,20.69,98122,52
815,0,0.0,0.62,0,0.0,0.62,25.77,98855,34
1886,0,0.0,0.62,126342,0.84,436.57,21.27,98143,46
269,15469,0.1,54.21,510537,3.4,1769.83,17.17,98903,84
995,0,0.0,0.62,0,0.0,0.62,33.03,98439,22
201,109883,0.73,379.94,327386,2.18,1128.89,17.74,98884,82
161,105059,0.7,363.34,224987,1.5,775.74,18.12,98918,79
1579,0,0.0,0.62,28808,0.19,100.36,22.87,98278,42
729,0,0.0,0.62,0,0.0,0.62,28.57,98790,29
401,4407,0.03,15.89,236586,1.58,815.65,17.22,98942,82
702,0,0.0,0.62,0,0.0,0.62,29.28,98780,26
1500,0,0.0,0.62,72892,0.49,252.54,23.29,98340,41
1845,0,0.0,0.62,0,0.0,0.62,21.59,98141,46
1795,76259,0.51,264.15,194442,1.3,670.7,21.78,98165,46
1129,0,0.0,0.62,149126,0.99,514.92,25.99,98445,37
565,0,0.0,0.62,80025,0.53,277.13,28.06,98782,28
1413,0,0.0,0.62,0,0.0,0.62,23.59,98356,44
1021,43778,0.29,152.09,116974,0.78,404.34,32.32,98425,22
1025,244809,1.63,843.95,496339,3.31,1719.51,32.25,98421,23
1411,0,0.0,0.62,18297,0.12,64.0,23.55,98361,44
1895,0,0.0,0.62,0,0.0,0.62,21.27,98144,46
1585,0,0.0,0.62,19627,0.13,68.6,22.82,98275,42
1955,165418,1.1,570.92,376783,2.51,1300.26,20.98,98146,48
1104,0,0.0,0.62,167859,1.12,579.31,26.39,98449,36
205,95002,0.63,328.72,255669,1.7,881.35,17.65,98880,83
34,0,0.0,0.62,143012,0.95,493.89,18.73,98865,75
1966,6690,0.04,23.8,256273,1.71,883.43,20.83,98143,49
775,0,0.0,0.62,0,0.0,0.62,26.32,98817,33
508,0,0.0,0.62,89696,0.6,310.44,27.52,98789,34
1451,119828,0.8,414.16,160100,1.07,552.64,23.65,98350,42
1478,0,0.0,0.62,63065,0.42,218.66,23.52,98342,41
2048,0,0.0,0.62,109916,0.73,380.05,20.75,98126,51
1390,0,0.0,0.62,2335,0.02,8.71,23.76,98368,45
91,73521,0.49,254.71,431181,2.87,1490.11,18.49,98917,78
1363,0,0.0,0.62,0,0.0,0.62,23.94,98365,44
897,0,0.0,0.62,34041,0.23,118.45,24.26,98955,38
564,0,0.0,0.62,0,0.0,0.62,28.02,98771,28
1369,216890,1.45,747.89,399628,2.66,1379.83,23.86,98367,44
776,0,0.0,0.62,0,0.0,0.62,26.32,98815,33
241,56142,0.37,194.77,505350,3.37,1751.43,17.25,98912,85
13,268165,1.79,924.4,679473,4.53,2380.4,19.43,98866,72
315,0,0.0,0.62,465732,3.1,1611.45,17.2,98907,85
600,0,0.0,0.62,0,0.0,0.62,29.44,98772,27
387,141566,0.94,488.92,460630,3.07,1593.49,17.25,98932,82
1297,0,0.0,0.62,0,0.0,0.62,24.13,98417,44
166,0,0.0,0.62,276601,1.84,953.48,18.05,98909,80
840,0,0.0,0.62,32191,0.21,112.05,24.94,98921,37
20,0,0.0,0.62,7118,0.05,25.29,18.74,98858,75
646,0,0.0,0.62,38023,0.25,132.21,29.16,98769,27
1842,0,0.0,0.62,0,0.0,0.62,21.6,98146,46
1508,0,0.0,0.62,54826,0.37,190.23,23.26,98332,41
1154,72643,0.48,251.68,343265,2.29,1183.89,25.6,98432,39
1528,207338,1.38,715.04,255748,1.7,881.62,23.23,98316,40
831,0,0.0,0.62,73325,0.49,254.03,25.16,98921,37
1267,0,0.0,0.62,0,0.0,0.62,24.78,98429,42
1590,0,0.0,0.62,0,0.0,0.62,22.83,98277,42
1899,0,0.0,0.62,5333,0.04,19.1,21.34,98146,46
562,0,0.0,0.62,160219,1.07,553.05,27.97,98769,29
2029,0,0.0,0.62,73269,0.49,253.84,20.85,98131,50
686,0,0.0,0.62,21096,0.14,73.68,29.02,98780,28
957,11031,0.07,38.84,232474,1.55,801.5,33.14,98456,21
189,0,0.0,0.62,393620,2.62,1358.88,18.04,98897,81
1806,0,0.0,0.62,81955,0.55,283.78,21.91,98157,46
975,0,0.0,0.62,0,0.0,0.62,33.34,98445,21
699,0,0.0,0.62,0,0.0,0.62,29.21,98786,27
1499,0,0.0,0.62,26776,0.18,93.33,23.31,98341,41
1705,81209,0.54,281.21,302696,2.02,1043.53,22.44,98196,43
510,0,0.0,0.62,1972,0.01,7.46,27.55,98781,35
1082,0,0.0,0.62,209104,1.39,721.11,26.51,98434,35
474,0,0.0,0.62,0,0.0,0.62,27.46,98804,38
1584,94711,0.63,327.71,133853,0.89,462.4,22.89,98279,42
856,28736,0.19,100.11,150300,1.0,518.95,24.72,98927,37
747,0,0.0,0.62,0,0.0,0.62,27.07,98797,31
252,0,0.0,0.62,51070,0.34,177.27,17.24,98907,85
21,0,0.0,0.62,164377,1.1,567.34,18.69,98860,75
1337,18962,0.13,66.3,256466,1.71,884.09,24.16,98392,44
459,0,0.0,0.62,136199,0.91,470.47,27.8,98875,39
1184,0,0.0,0.62,10316,0.07,36.36,25.29,98438,40
276,0,0.0,0.62,306792,2.05,1057.68,17.19,98912,84
955,0,0.0,0.62,0,0.0,0.62,32.91,98457,21
1215,145835,0.97,503.6,307064,2.05,1058.62,24.87,98433,42
1515,0,0.0,0.62,5959,0.04,21.27,23.15,98325,40
769,0,0.0,0.62,55084,0.37,191.12,26.4,98812,33
1685,0,0.0,0.62,16761,0.11,58.68,22.37,98202,43
130,0,0.0,0.62,130193,0.87,449.81,18.1,98921,80
1482,0,0.0,0.62,140215,0.93,484.28,23.4,98341,41
330,0,0.0,0.62,159960,1.07,552.16,17.18,98906,85
1238,0,0.0,0.62,104424,0.7,361.15,24.94,98433,42
466,551065,3.67,1914.23,2863259,19.09,16192.69,27.46,98863,40
1638,0,0.0,0.62,145989,0.97,504.13,22.67,98251,42
1095,0,0.0,0.62,0,0.0,0.62,26.46,98441,35
1130,0,0.0,0.62,0,0.0,0.62,25.88,98444,37
1294,0,0.0,0.62,0,0.0,0.62,24.18,98416,43
860,115112,0.77,397.93,161590,1.08,557.76,24.63,98936,37
