,P1_lpo_loRa,P1_ratio_loRa,P1_conc_loRa,P2_lpo_loRa,P2_ratio_loRa,P2_conc_loRa,Temperature_loRa,Pressure_loRa,Humidity_loRa
1696,0,0.0,0.62,0,0.0,0.62,22.32,98198,44
1724,0,0.0,0.62,86216,0.57,298.46,22.48,98187,43
609,0,0.0,0.62,0,0.0,0.62,29.68,98767,26
889,0,0.0,0.62,0,0.0,0.62,24.35,98946,38
272,0,0.0,0.62,194467,1.3,670.78,17.2,98913,84
649,0,0.0,0.62,5972,0.04,21.32,29.05,98776,28
1279,0,0.0,0.62,55103,0.37,191.19,24.3,98420,43
1529,118813,0.79,410.67,163164,1.09,563.17,23.24,98311,40
713,0,0.0,0.62,3997,0.03,14.47,29.26,98792,29
375,133764,0.89,462.09,673760,4.49,2359.34,17.27,98930,83
1797,0,0.0,0.62,0,0.0,0.62,21.78,98166,46
879,86921,0.58,300.88,204265,1.36,704.47,24.39,98945,38
444,0,0.0,0.62,0,0.0,0.62,27.58,98889,42
1869,0,0.0,0.62,14346,0.1,50.32,21.31,98142,47
117,38394,0.26,133.49,162788,1.09,561.88,18.19,98911,79
1304,0,0.0,0.62,0,0.0,0.62,24.32,98414,43
626,0,0.0,0.62,103360,0.69,357.49,29.66,98779,27
932,46719,0.31,162.24,319742,2.13,1102.45,31.9,98510,21
1993,0,0.0,0.62,187459,1.25,646.69,20.84,98134,49
1749,0,0.0,0.62,0,0.0,0.62,22.32,98179,44
632,0,0.0,0.62,106572,0.71,368.55,29.4,98779,28
542,274276,1.83,945.46,340686,2.27,1174.95,27.6,98775,30
285,0,0.0,0.62,181616,1.21,626.6,17.12,98909,84
1057,0,0.0,0.62,148441,0.99,512.56,26.8,98424,33
406,0,0.0,0.62,102830,0.69,355.67,17.28,98946,82
921,0,0.0,0.62,0,0.0,0.62,22.43,98945,39
2052,0,0.0,0.62,0,0.0,0.62,20.73,98117,52
2057,67153,0.45,232.75,197418,1.32,680.93,20.73,98121,52
488,0,0.0,0.62,0,0.0,0.62,27.59,98782,35
235,146267,0.98,505.09,345623,2.3,1192.06,17.34,98905,85
132,10790,0.07,38.01,217710,1.45,750.71,18.2,98924,80
1943,0,0.0,0.62,0,0.0,0.62,21.05,98155,48
735,0,0.0,0.62,117285,0.78,405.41,27.59,98786,30
965,0,0.0,0.62,0,0.0,0.62,32.88,98452,21
1928,0,0.0,0.62,113780,0.76,393.35,21.12,98152,47
1722,0,0.0,0.62,0,0.0,0.62,22.49,98188,43
217,233660,1.56,805.58,620898,4.14,2165.97,17.81,98886,83
580,0,0.0,0.62,0,0.0,0.62,28.46,98778,26
187,35898,0.24,124.86,405849,2.71,1401.53,18.02,98893,81
437,0,0.0,0.62,89615,0.6,310.16,27.19,98897,43
862,28694,0.19,99.96,202305,1.35,697.73,24.63,98936,37
1131,0,0.0,0.62,62198,0.41,215.66,25.83,98442,37
540,0,0.0,0.62,28656,0.19,99.83,27.58,98774,30
871,25693,0.17,89.58,127277,0.85,439.78,24.47,98947,37
263,0,0.0,0.62,81884,0.55,283.53,17.18,98907,85
230,26631,0.18,92.83,463967,3.09,1605.24,17.53,98900,84
1360,0,0.0,0.62,85602,0.57,296.34,24.07,98368,44
2007,0,0.0,0.62,0,0.0,0.62,20.96,98127,49
938,0,0.0,0.62,0,0.0,0.62,31.75,98503,21
884,0,0.0,0.62,6516,0.04,23.2,24.39,98944,38
1329,0,0.0,0.62,27653,0.18,96.36,24.24,98400,43
1338,0,0.0,0.62,0,0.0,0.62,24.16,98390,44
188,146994,0.98,507.59,216496,1.44,746.53,18.07,98899,81
727,0,0.0,0.62,93876,0.63,324.84,28.52,98787,28
1637,0,0.0,0.62,102560,0.68,354.74,22.69,98250,42
1892,0,0.0,0.62,122355,0.82,422.85,21.3,98144,46
139,1296,0.01,5.11,179565,1.2,619.55,18.48,98924,79
1356,0,0.0,0.62,0,0.0,0.62,24.07,98372,44
771,0,0.0,0.62,0,0.0,0.62,26.38,98813,33
1628,0,0.0,0.62,30972,0.21,107.84,22.64,98262,43
126,0,0.0,0.62,41303,0.28,143.54,18.03,98916,81
